'Ref_name','codes','Did','years','last_n','first_n','dob','dod'
Yosha,D,YaY,@1990,Yosha,Yaky,,
Y.Yoshida,D,YYo,@1986,Yoshida,Yoshishigue,,
K.Yoshida,D,KYo,@1987,Yoshida,Kaoru,,
Freddie Young,C,,1952-1962,Young,Frederick A.,,
H.Young,D,HY,@1934-1944,Young,Harold,1897,
R.Young,D,RYo,@1984-1895,Young,Roger,,
Rbt.Young,D,RtY,@1972,Young,Robert,,
R.M.Young,D,RMY,@1977,Young,Robert M.,,
T.Young,D,TYg,@1948-1980,Young,Terence,1915,
Yule,D,PYu,@1993,Yule,Paul,19xx,
Zaillian,WD,StZ,@1993,Zaillian,Steven,19xx,
Zaggario,D,VZg,@1983,Zaggario,Vito,19xx,
Zaks,D,JZa,@1996,Zaks,Jerry,,199x
Zampa,WD,LZa,@1946-1954,Zampa,Luigi,1905,1991
Zampi,D,MZa,@1958-1961,Zampi,Mario,1903,1963
Zanussi,D,KZs,@1985,Zanussi,Krystof,,
D.F.Zanuck,P,,1935-1960,Zanuck,Daryl F.,1902,1979
L.F.Zanuck,PD,LFZ,@1991,Zanuck,Lili Fini,,
R.Zanuck,P,,1957-1980,Zanuck,Richard D.,1934,
Zarindast,D,ToZ,@1978-1982,Zarindast,Tony M.,,
Zefferelli,D,FZe1,@1966-1996,Zefferelli,Franco,,
Zeilinger,WD,JmZ,@1990,Zeilinger,Jimmy,,
Zemeckis,DW,RZe,@1981-1994,Zemeckis,Robert,,
Zetterling,DW,MZ,@1964,Zetterling,Mai,,
YM.Zhang,CD,YMZ,@1980-1992,Zhang,Yi Mou,1950,
Y.Zhang,D,YZh,@1990-1998,Zuang,Yuan,19xx,
Zhou,D,XWZ,@1997,Zhou,XioaWen,,
Zhuangzhuang,D,TZz,@1994,Zhuangzhuang,Tian,19xx,
Zidi,D,ClZ,@1989,Zidi,Claude,19xx,
Ziegfeld,PA,,1929-1932,Ziegfeld,Florenz,1867,1932
Ziegler,P,,1993-1994,Ziegler,Renate,19xx,
Zieff,D,HoZ,@1975-1994,Zieff,Howard,,
Ziem,P,(HZi),1974,Ziem,Howard,,
Zimbalist,P,,1951,Zimbalist,Sam,19xx,
Zimmerman,D,VeZ,@1980,Zimmerman,Vernon,,
Zincone,D,BZi,@1988,Zincone,Bruno,,
Zinneman,D,FZ,@1947-1982,Zinneman,Fred,1907,1997
Zito,D,JZi,@1984,Zito,Joseph,,
Zonca,D,EZo,@1999,Zonca,Erick,1955,
D.Zondag,D,DZo,@1993,Dick Zondag,Dick,19xx,
Zlotoff,D,DLZ,@1996,Zlotoff,Lee David,,199x
Zsigmond,C,,1972-1994,Zsigmond,Vilmos,,
J.Zucker,WD,JZu,@1990,Zucker,Jerry,,
D.Zucker,WPD,DZu,@1991,Zucker,David,,
Zuckor,PD,AZ,@1913-,Zuckor,Adolph,1873,1976
Zugsmith,PD,AlZ,@1960,Zugsmith,Albert,19xx,
Zulawski,D,AZu,@1985-1990,Zulawski,Andrzaj,,
Zwick,D,EZw,@1989-1994,Zwick,Edward,,
